,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,Team,Total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,Team_opp,Total_opp,home_opp,season,date,won
43,240.0,240.0,51.0,94.0,0.543,21.0,50.0,0.42,11.0,17.0,0.647,8.0,40.0,48.0,24.0,8.0,5.0,9.0,15.0,134.0,,0.66,0.654,0.532,0.181,20.5,85.1,55.8,47.1,7.9,8.2,8.1,100.0,132.7,103.9,,,10.0,19.0,1.0,6.0,11.0,1.0,5.0,5.0,1.0,3.0,11.0,12.0,8.0,2.0,3.0,2.0,4.0,28.0,30.0,1.333,1.333,1.0,1.0,38.4,44.5,26.5,40.0,4.4,7.9,66.7,46.6,267.0,112.0,POR,134,1,0,240.0,240.0,43.0,89.0,0.483,9.0,28.0,0.321,10.0,15.0,0.667,7.0,31.0,38.0,27.0,6.0,1.0,14.0,19.0,105.0,,0.549,0.534,0.315,0.169,14.9,79.5,44.2,62.8,5.9,2.3,12.8,100.0,103.9,132.7,,,9.0,19.0,1.0,4.0,5.0,0.8,2.0,4.0,1.0,2.0,3.0,5.0,11.0,2.0,1.0,3.0,5.0,21.0,5.0,1.0,1.0,0.75,0.667,21.0,38.4,28.7,52.8,3.4,4.2,66.7,41.8,144.0,138.0,PHO,105,0,2022,2021-10-23,True
44,240.0,240.0,43.0,94.0,0.457,10.0,30.0,0.333,15.0,19.0,0.789,10.0,38.0,48.0,26.0,10.0,5.0,12.0,17.0,111.0,,0.542,0.511,0.319,0.202,22.2,80.9,52.2,60.5,10.0,9.6,10.5,100.0,110.9,94.9,,,9.0,18.0,1.0,3.0,6.0,1.0,11.0,12.0,1.0,4.0,6.0,9.0,6.0,3.0,2.0,5.0,4.0,32.0,20.0,1.167,1.167,0.833,2.0,18.6,100.0,66.6,33.4,5.1,6.6,31.3,53.6,162.0,105.0,CHO,111,0,1,240.0,240.0,38.0,87.0,0.437,9.0,35.0,0.257,10.0,12.0,0.833,9.0,35.0,44.0,18.0,10.0,8.0,17.0,19.0,95.0,,0.515,0.489,0.402,0.138,19.1,77.8,47.8,47.4,10.0,12.5,15.6,100.0,94.9,110.9,,,17.0,24.0,0.708,2.0,8.0,0.5,3.0,4.0,1.0,3.0,6.0,8.0,8.0,2.0,2.0,8.0,5.0,38.0,12.0,0.764,0.75,1.0,1.333,14.0,38.3,19.1,53.5,11.5,14.5,32.7,33.9,156.0,121.0,BRK,95,1,2022,2021-10-24,True
45,240.0,240.0,38.0,87.0,0.437,9.0,35.0,0.257,10.0,12.0,0.833,9.0,35.0,44.0,18.0,10.0,8.0,17.0,19.0,95.0,,0.515,0.489,0.402,0.138,19.1,77.8,47.8,47.4,10.0,12.5,15.6,100.0,94.9,110.9,,,17.0,24.0,0.708,2.0,8.0,0.5,3.0,4.0,1.0,3.0,6.0,8.0,8.0,2.0,2.0,8.0,5.0,38.0,12.0,0.764,0.75,1.0,1.333,14.0,38.3,19.1,53.5,11.5,14.5,32.7,33.9,156.0,121.0,BRK,95,1,0,240.0,240.0,43.0,94.0,0.457,10.0,30.0,0.333,15.0,19.0,0.789,10.0,38.0,48.0,26.0,10.0,5.0,12.0,17.0,111.0,,0.542,0.511,0.319,0.202,22.2,80.9,52.2,60.5,10.0,9.6,10.5,100.0,110.9,94.9,,,9.0,18.0,1.0,3.0,6.0,1.0,11.0,12.0,1.0,4.0,6.0,9.0,6.0,3.0,2.0,5.0,4.0,32.0,20.0,1.167,1.167,0.833,2.0,18.6,100.0,66.6,33.4,5.1,6.6,31.3,53.6,162.0,105.0,CHO,111,0,2022,2021-10-24,False
46,240.0,240.0,44.0,83.0,0.53,15.0,35.0,0.429,18.0,22.0,0.818,7.0,37.0,44.0,21.0,6.0,5.0,20.0,15.0,121.0,,0.653,0.62,0.422,0.265,20.0,78.7,53.7,47.7,5.8,8.3,17.7,100.0,117.9,108.2,,,9.0,17.0,0.833,3.0,8.0,1.0,8.0,9.0,1.0,4.0,8.0,8.0,8.0,2.0,3.0,6.0,4.0,28.0,19.0,1.09,1.083,0.727,0.533,25.4,29.4,19.0,38.3,3.7,7.9,33.6,33.0,185.0,116.0,MIL,121,0,1,240.0,240.0,48.0,99.0,0.485,10.0,39.0,0.256,5.0,6.0,0.833,10.0,28.0,38.0,29.0,10.0,4.0,12.0,18.0,111.0,,0.546,0.535,0.394,0.061,21.3,80.0,46.3,60.4,9.7,8.3,10.6,100.0,108.2,117.9,,,9.0,18.0,1.0,7.0,11.0,0.636,2.0,3.0,1.0,6.0,9.0,9.0,8.0,4.0,2.0,2.0,4.0,25.0,7.0,1.0,1.0,1.0,0.167,100.0,100.0,73.2,31.7,6.0,7.9,100.0,52.8,205.0,126.0,SAS,111,1,2022,2021-10-23,True
47,240.0,240.0,48.0,99.0,0.485,10.0,39.0,0.256,5.0,6.0,0.833,10.0,28.0,38.0,29.0,10.0,4.0,12.0,18.0,111.0,,0.546,0.535,0.394,0.061,21.3,80.0,46.3,60.4,9.7,8.3,10.6,100.0,108.2,117.9,,,9.0,18.0,1.0,7.0,11.0,0.636,2.0,3.0,1.0,6.0,9.0,9.0,8.0,4.0,2.0,2.0,4.0,25.0,7.0,1.0,1.0,1.0,0.167,100.0,100.0,73.2,31.7,6.0,7.9,100.0,52.8,205.0,126.0,SAS,111,1,0,240.0,240.0,44.0,83.0,0.53,15.0,35.0,0.429,18.0,22.0,0.818,7.0,37.0,44.0,21.0,6.0,5.0,20.0,15.0,121.0,,0.653,0.62,0.422,0.265,20.0,78.7,53.7,47.7,5.8,8.3,17.7,100.0,117.9,108.2,,,9.0,17.0,0.833,3.0,8.0,1.0,8.0,9.0,1.0,4.0,8.0,8.0,8.0,2.0,3.0,6.0,4.0,28.0,19.0,1.09,1.083,0.727,0.533,25.4,29.4,19.0,38.3,3.7,7.9,33.6,33.0,185.0,116.0,MIL,121,0,2022,2021-10-23,False
48,240.0,240.0,37.0,84.0,0.44,17.0,32.0,0.531,13.0,23.0,0.565,5.0,39.0,44.0,19.0,3.0,9.0,12.0,17.0,104.0,,0.552,0.542,0.381,0.274,10.9,75.0,44.9,51.4,2.9,15.0,11.3,100.0,102.1,124.7,,,13.0,25.0,0.667,7.0,8.0,1.0,4.0,6.0,1.0,3.0,11.0,11.0,8.0,1.0,2.0,4.0,3.0,32.0,7.0,0.955,0.955,0.667,2.0,20.0,35.4,28.2,45.4,2.1,21.3,100.0,46.8,178.0,133.0,BRK,104,0,1,240.0,240.0,48.0,105.0,0.457,17.0,45.0,0.378,14.0,18.0,0.778,13.0,41.0,54.0,25.0,8.0,9.0,7.0,19.0,127.0,,0.562,0.538,0.429,0.171,25.0,89.1,55.1,52.1,7.9,17.3,5.8,100.0,124.7,102.1,,,12.0,25.0,0.714,4.0,10.0,0.5,7.0,9.0,1.0,5.0,9.0,14.0,7.0,2.0,3.0,4.0,5.0,32.0,25.0,0.857,0.857,1.0,0.667,100.0,30.3,77.3,36.9,3.4,9.8,20.5,63.2,175.0,113.0,MIL,127,1,2022,2021-10-19,False
49,240.0,240.0,48.0,105.0,0.457,17.0,45.0,0.378,14.0,18.0,0.778,13.0,41.0,54.0,25.0,8.0,9.0,7.0,19.0,127.0,,0.562,0.538,0.429,0.171,25.0,89.1,55.1,52.1,7.9,17.3,5.8,100.0,124.7,102.1,,,12.0,25.0,0.714,4.0,10.0,0.5,7.0,9.0,1.0,5.0,9.0,14.0,7.0,2.0,3.0,4.0,5.0,32.0,25.0,0.857,0.857,1.0,0.667,100.0,30.3,77.3,36.9,3.4,9.8,20.5,63.2,175.0,113.0,MIL,127,1,0,240.0,240.0,37.0,84.0,0.44,17.0,32.0,0.531,13.0,23.0,0.565,5.0,39.0,44.0,19.0,3.0,9.0,12.0,17.0,104.0,,0.552,0.542,0.381,0.274,10.9,75.0,44.9,51.4,2.9,15.0,11.3,100.0,102.1,124.7,,,13.0,25.0,0.667,7.0,8.0,1.0,4.0,6.0,1.0,3.0,11.0,11.0,8.0,1.0,2.0,4.0,3.0,32.0,7.0,0.955,0.955,0.667,2.0,20.0,35.4,28.2,45.4,2.1,21.3,100.0,46.8,178.0,133.0,BRK,104,0,2022,2021-10-19,True
50,240.0,240.0,34.0,91.0,0.374,14.0,43.0,0.326,9.0,16.0,0.563,8.0,31.0,39.0,22.0,9.0,4.0,19.0,21.0,91.0,,0.464,0.451,0.473,0.176,15.4,75.6,41.9,64.7,8.5,7.0,16.2,100.0,85.7,116.8,,,6.0,15.0,1.0,2.0,7.0,1.0,3.0,5.0,1.0,2.0,6.0,7.0,4.0,2.0,1.0,5.0,5.0,13.0,0.0,1.25,1.25,1.0,1.0,18.5,39.1,25.8,35.8,5.4,4.7,60.0,31.0,159.0,126.0,OKC,91,0,1,240.0,240.0,48.0,95.0,0.505,17.0,38.0,0.447,11.0,14.0,0.786,10.0,44.0,54.0,29.0,12.0,10.0,17.0,18.0,124.0,,0.613,0.595,0.4,0.147,24.4,84.6,58.1,60.4,11.3,20.8,14.4,100.0,116.8,85.7,,,13.0,19.0,0.684,4.0,8.0,1.0,4.0,5.0,1.0,5.0,12.0,14.0,10.0,2.0,3.0,6.0,4.0,31.0,28.0,0.872,0.833,1.0,1.0,17.5,39.4,25.7,41.8,7.8,17.2,52.4,27.9,235.0,99.0,HOU,124,1,2022,2021-10-22,False
51,240.0,240.0,48.0,95.0,0.505,17.0,38.0,0.447,11.0,14.0,0.786,10.0,44.0,54.0,29.0,12.0,10.0,17.0,18.0,124.0,,0.613,0.595,0.4,0.147,24.4,84.6,58.1,60.4,11.3,20.8,14.4,100.0,116.8,85.7,,,13.0,19.0,0.684,4.0,8.0,1.0,4.0,5.0,1.0,5.0,12.0,14.0,10.0,2.0,3.0,6.0,4.0,31.0,28.0,0.872,0.833,1.0,1.0,17.5,39.4,25.7,41.8,7.8,17.2,52.4,27.9,235.0,99.0,HOU,124,1,0,240.0,240.0,34.0,91.0,0.374,14.0,43.0,0.326,9.0,16.0,0.563,8.0,31.0,39.0,22.0,9.0,4.0,19.0,21.0,91.0,,0.464,0.451,0.473,0.176,15.4,75.6,41.9,64.7,8.5,7.0,16.2,100.0,85.7,116.8,,,6.0,15.0,1.0,2.0,7.0,1.0,3.0,5.0,1.0,2.0,6.0,7.0,4.0,2.0,1.0,5.0,5.0,13.0,0.0,1.25,1.25,1.0,1.0,18.5,39.1,25.8,35.8,5.4,4.7,60.0,31.0,159.0,126.0,OKC,91,0,2022,2021-10-22,True
52,240.0,240.0,31.0,89.0,0.348,9.0,40.0,0.225,18.0,23.0,0.783,21.0,40.0,61.0,15.0,10.0,5.0,28.0,22.0,89.0,,0.449,0.399,0.449,0.258,38.2,75.5,56.5,48.4,9.7,8.6,22.0,100.0,86.2,93.0,,,12.0,24.0,1.0,3.0,13.0,1.0,8.0,8.0,1.0,6.0,14.0,17.0,4.0,3.0,2.0,7.0,5.0,30.0,7.0,1.5,1.5,1.0,0.8,21.2,35.3,21.0,37.6,4.0,11.0,75.0,36.7,158.0,104.0,NOP,89,0,1,240.0,240.0,39.0,96.0,0.406,12.0,38.0,0.316,6.0,10.0,0.6,13.0,34.0,47.0,22.0,13.0,8.0,19.0,25.0,96.0,,0.478,0.469,0.396,0.104,24.5,61.8,43.5,56.4,12.6,16.3,15.9,100.0,93.0,86.2,,,10.0,22.0,0.667,3.0,8.0,0.5,2.0,2.0,1.0,3.0,6.0,9.0,6.0,3.0,3.0,7.0,6.0,25.0,10.0,0.773,0.667,0.833,2.0,14.4,41.7,28.3,38.6,11.1,10.3,33.3,36.4,168.0,97.0,MIN,96,1,2022,2021-10-23,False
53,240.0,240.0,39.0,96.0,0.406,12.0,38.0,0.316,6.0,10.0,0.6,13.0,34.0,47.0,22.0,13.0,8.0,19.0,25.0,96.0,,0.478,0.469,0.396,0.104,24.5,61.8,43.5,56.4,12.6,16.3,15.9,100.0,93.0,86.2,,,10.0,22.0,0.667,3.0,8.0,0.5,2.0,2.0,1.0,3.0,6.0,9.0,6.0,3.0,3.0,7.0,6.0,25.0,10.0,0.773,0.667,0.833,2.0,14.4,41.7,28.3,38.6,11.1,10.3,33.3,36.4,168.0,97.0,MIN,96,1,0,240.0,240.0,31.0,89.0,0.348,9.0,40.0,0.225,18.0,23.0,0.783,21.0,40.0,61.0,15.0,10.0,5.0,28.0,22.0,89.0,,0.449,0.399,0.449,0.258,38.2,75.5,56.5,48.4,9.7,8.6,22.0,100.0,86.2,93.0,,,12.0,24.0,1.0,3.0,13.0,1.0,8.0,8.0,1.0,6.0,14.0,17.0,4.0,3.0,2.0,7.0,5.0,30.0,7.0,1.5,1.5,1.0,0.8,21.2,35.3,21.0,37.6,4.0,11.0,75.0,36.7,158.0,104.0,NOP,89,0,2022,2021-10-23,True
54,240.0,240.0,34.0,88.0,0.386,5.0,28.0,0.179,9.0,15.0,0.6,11.0,42.0,53.0,14.0,9.0,8.0,20.0,17.0,82.0,,0.433,0.415,0.318,0.17,22.0,93.3,55.8,41.2,8.9,13.8,17.5,100.0,81.4,96.3,,,8.0,16.0,0.571,3.0,5.0,0.6,3.0,4.0,1.0,3.0,14.0,16.0,3.0,2.0,4.0,4.0,3.0,20.0,10.0,0.761,0.786,0.714,1.0,15.4,59.8,28.3,29.3,15.3,10.5,37.5,26.1,127.0,106.0,DET,82,0,1,240.0,240.0,35.0,84.0,0.417,11.0,26.0,0.423,16.0,19.0,0.842,3.0,39.0,42.0,24.0,13.0,11.0,12.0,17.0,97.0,,0.525,0.482,0.31,0.226,6.7,78.0,44.2,68.6,12.9,18.3,11.5,100.0,96.3,81.4,,,7.0,18.0,1.0,3.0,7.0,1.0,7.0,9.0,1.0,2.0,17.0,19.0,6.0,5.0,4.0,2.0,5.0,21.0,19.0,1.289,1.333,0.667,1.0,6.4,49.3,29.0,41.0,9.0,8.5,25.8,32.5,182.0,91.0,CHI,97,1,2022,2021-10-23,False
55,240.0,240.0,35.0,84.0,0.417,11.0,26.0,0.423,16.0,19.0,0.842,3.0,39.0,42.0,24.0,13.0,11.0,12.0,17.0,97.0,,0.525,0.482,0.31,0.226,6.7,78.0,44.2,68.6,12.9,18.3,11.5,100.0,96.3,81.4,,,7.0,18.0,1.0,3.0,7.0,1.0,7.0,9.0,1.0,2.0,17.0,19.0,6.0,5.0,4.0,2.0,5.0,21.0,19.0,1.289,1.333,0.667,1.0,6.4,49.3,29.0,41.0,9.0,8.5,25.8,32.5,182.0,91.0,CHI,97,1,0,240.0,240.0,34.0,88.0,0.386,5.0,28.0,0.179,9.0,15.0,0.6,11.0,42.0,53.0,14.0,9.0,8.0,20.0,17.0,82.0,,0.433,0.415,0.318,0.17,22.0,93.3,55.8,41.2,8.9,13.8,17.5,100.0,81.4,96.3,,,8.0,16.0,0.571,3.0,5.0,0.6,3.0,4.0,1.0,3.0,14.0,16.0,3.0,2.0,4.0,4.0,3.0,20.0,10.0,0.761,0.786,0.714,1.0,15.4,59.8,28.3,29.3,15.3,10.5,37.5,26.1,127.0,106.0,DET,82,0,2022,2021-10-23,True
56,240.0,240.0,42.0,87.0,0.483,15.0,29.0,0.517,13.0,16.0,0.813,9.0,33.0,42.0,26.0,7.0,5.0,16.0,20.0,112.0,,0.595,0.569,0.333,0.184,20.5,75.0,47.7,61.9,7.0,8.2,14.5,100.0,111.3,127.2,,,10.0,20.0,0.75,6.0,11.0,1.0,4.0,5.0,1.0,2.0,8.0,8.0,8.0,4.0,2.0,3.0,4.0,26.0,17.0,0.765,0.75,0.786,0.444,16.4,41.1,28.7,44.2,5.9,5.3,33.3,35.1,161.0,135.0,NOP,112,0,1,240.0,240.0,47.0,89.0,0.528,14.0,28.0,0.5,20.0,25.0,0.8,11.0,35.0,46.0,32.0,9.0,7.0,14.0,14.0,128.0,,0.64,0.607,0.315,0.281,25.0,79.5,52.3,68.1,8.9,12.1,12.3,100.0,127.2,111.3,,,11.0,20.0,1.0,6.0,9.0,1.0,8.0,9.0,1.0,2.0,8.0,10.0,11.0,4.0,2.0,6.0,4.0,32.0,22.0,1.0,1.0,0.727,1.0,15.3,46.0,30.7,42.0,6.1,34.0,50.0,36.3,172.0,121.0,CHI,128,1,2022,2021-10-22,False
57,240.0,240.0,47.0,89.0,0.528,14.0,28.0,0.5,20.0,25.0,0.8,11.0,35.0,46.0,32.0,9.0,7.0,14.0,14.0,128.0,,0.64,0.607,0.315,0.281,25.0,79.5,52.3,68.1,8.9,12.1,12.3,100.0,127.2,111.3,,,11.0,20.0,1.0,6.0,9.0,1.0,8.0,9.0,1.0,2.0,8.0,10.0,11.0,4.0,2.0,6.0,4.0,32.0,22.0,1.0,1.0,0.727,1.0,15.3,46.0,30.7,42.0,6.1,34.0,50.0,36.3,172.0,121.0,CHI,128,1,0,240.0,240.0,42.0,87.0,0.483,15.0,29.0,0.517,13.0,16.0,0.813,9.0,33.0,42.0,26.0,7.0,5.0,16.0,20.0,112.0,,0.595,0.569,0.333,0.184,20.5,75.0,47.7,61.9,7.0,8.2,14.5,100.0,111.3,127.2,,,10.0,20.0,0.75,6.0,11.0,1.0,4.0,5.0,1.0,2.0,8.0,8.0,8.0,4.0,2.0,3.0,4.0,26.0,17.0,0.765,0.75,0.786,0.444,16.4,41.1,28.7,44.2,5.9,5.3,33.3,35.1,161.0,135.0,NOP,112,0,2022,2021-10-22,True
58,240.0,240.0,42.0,100.0,0.42,10.0,35.0,0.286,21.0,21.0,1.0,21.0,39.0,60.0,22.0,16.0,2.0,11.0,13.0,115.0,,0.526,0.47,0.35,0.21,39.6,79.6,58.8,52.4,16.4,4.2,9.1,100.0,117.8,85.0,,,11.0,17.0,1.0,2.0,6.0,0.5,6.0,6.0,1.0,6.0,12.0,15.0,9.0,5.0,1.0,4.0,3.0,25.0,29.0,1.0,1.0,0.8,0.4,39.4,47.3,28.4,100.0,17.0,5.1,33.8,28.2,211.0,98.0,TOR,115,0,1,240.0,240.0,32.0,82.0,0.39,11.0,34.0,0.324,8.0,11.0,0.727,10.0,32.0,42.0,19.0,6.0,12.0,25.0,19.0,83.0,,0.478,0.457,0.415,0.134,20.4,60.4,41.2,59.4,6.1,18.5,22.4,100.0,85.0,117.8,,,8.0,14.0,0.667,4.0,7.0,1.0,3.0,4.0,1.0,3.0,10.0,11.0,5.0,2.0,5.0,5.0,3.0,18.0,3.0,0.857,0.857,1.0,0.667,49.2,36.9,35.4,37.7,3.4,15.0,45.0,74.1,159.0,131.0,BOS,83,1,2022,2021-10-22,True
59,240.0,240.0,32.0,82.0,0.39,11.0,34.0,0.324,8.0,11.0,0.727,10.0,32.0,42.0,19.0,6.0,12.0,25.0,19.0,83.0,,0.478,0.457,0.415,0.134,20.4,60.4,41.2,59.4,6.1,18.5,22.4,100.0,85.0,117.8,,,8.0,14.0,0.667,4.0,7.0,1.0,3.0,4.0,1.0,3.0,10.0,11.0,5.0,2.0,5.0,5.0,3.0,18.0,3.0,0.857,0.857,1.0,0.667,49.2,36.9,35.4,37.7,3.4,15.0,45.0,74.1,159.0,131.0,BOS,83,1,0,240.0,240.0,42.0,100.0,0.42,10.0,35.0,0.286,21.0,21.0,1.0,21.0,39.0,60.0,22.0,16.0,2.0,11.0,13.0,115.0,,0.526,0.47,0.35,0.21,39.6,79.6,58.8,52.4,16.4,4.2,9.1,100.0,117.8,85.0,,,11.0,17.0,1.0,2.0,6.0,0.5,6.0,6.0,1.0,6.0,12.0,15.0,9.0,5.0,1.0,4.0,3.0,25.0,29.0,1.0,1.0,0.8,0.4,39.4,47.3,28.4,100.0,17.0,5.1,33.8,28.2,211.0,98.0,TOR,115,0,2022,2021-10-22,False
60,240.0,240.0,38.0,91.0,0.418,14.0,42.0,0.333,13.0,18.0,0.722,13.0,37.0,50.0,24.0,6.0,6.0,9.0,22.0,103.0,,0.521,0.495,0.462,0.198,25.5,77.1,50.5,63.2,6.4,12.5,8.3,100.0,110.5,101.9,,,11.0,24.0,1.0,7.0,11.0,0.636,5.0,6.0,1.0,4.0,9.0,10.0,12.0,1.0,4.0,5.0,4.0,27.0,15.0,0.975,1.0,0.75,2.0,20.6,28.7,16.6,60.7,2.6,13.7,25.0,35.7,210.0,107.0,DAL,103,0,1,240.0,240.0,34.0,85.0,0.4,11.0,37.0,0.297,16.0,23.0,0.696,11.0,38.0,49.0,17.0,7.0,6.0,12.0,23.0,95.0,,0.499,0.465,0.435,0.271,22.9,74.5,49.5,50.0,7.5,12.2,11.2,100.0,101.9,110.5,,,9.0,17.0,0.6,5.0,9.0,0.556,5.0,7.0,1.0,4.0,9.0,12.0,5.0,2.0,2.0,3.0,5.0,23.0,7.0,0.767,0.767,1.0,1.0,13.5,27.1,17.4,26.6,14.9,24.4,25.8,33.5,134.0,120.0,TOR,95,1,2022,2021-10-23,True
61,240.0,240.0,34.0,85.0,0.4,11.0,37.0,0.297,16.0,23.0,0.696,11.0,38.0,49.0,17.0,7.0,6.0,12.0,23.0,95.0,,0.499,0.465,0.435,0.271,22.9,74.5,49.5,50.0,7.5,12.2,11.2,100.0,101.9,110.5,,,9.0,17.0,0.6,5.0,9.0,0.556,5.0,7.0,1.0,4.0,9.0,12.0,5.0,2.0,2.0,3.0,5.0,23.0,7.0,0.767,0.767,1.0,1.0,13.5,27.1,17.4,26.6,14.9,24.4,25.8,33.5,134.0,120.0,TOR,95,1,0,240.0,240.0,38.0,91.0,0.418,14.0,42.0,0.333,13.0,18.0,0.722,13.0,37.0,50.0,24.0,6.0,6.0,9.0,22.0,103.0,,0.521,0.495,0.462,0.198,25.5,77.1,50.5,63.2,6.4,12.5,8.3,100.0,110.5,101.9,,,11.0,24.0,1.0,7.0,11.0,0.636,5.0,6.0,1.0,4.0,9.0,10.0,12.0,1.0,4.0,5.0,4.0,27.0,15.0,0.975,1.0,0.75,2.0,20.6,28.7,16.6,60.7,2.6,13.7,25.0,35.7,210.0,107.0,DAL,103,0,2022,2021-10-23,False
62,240.0,240.0,40.0,84.0,0.476,6.0,24.0,0.25,10.0,14.0,0.714,7.0,32.0,39.0,24.0,11.0,2.0,20.0,17.0,96.0,,0.532,0.512,0.286,0.167,17.5,80.0,48.8,60.0,10.9,3.6,18.2,100.0,94.8,100.7,,,12.0,18.0,1.0,2.0,7.0,0.5,4.0,4.0,1.0,4.0,8.0,9.0,8.0,3.0,2.0,4.0,4.0,27.0,15.0,1.0,1.0,1.0,0.333,18.3,28.3,18.9,31.2,4.7,4.7,100.0,35.8,129.0,109.0,SAS,96,0,1,240.0,240.0,44.0,86.0,0.512,9.0,30.0,0.3,5.0,8.0,0.625,8.0,33.0,41.0,26.0,10.0,2.0,21.0,21.0,102.0,,0.57,0.564,0.349,0.093,20.0,82.5,51.3,59.1,9.9,3.3,19.0,100.0,100.7,94.8,,,14.0,19.0,0.8,2.0,5.0,1.0,2.0,3.0,1.0,5.0,11.0,16.0,7.0,3.0,1.0,6.0,5.0,32.0,14.0,1.0,1.0,0.667,0.5,17.8,39.3,28.6,41.6,10.1,4.2,44.4,34.0,127.0,102.0,DEN,102,1,2022,2021-10-22,False
63,240.0,240.0,44.0,86.0,0.512,9.0,30.0,0.3,5.0,8.0,0.625,8.0,33.0,41.0,26.0,10.0,2.0,21.0,21.0,102.0,,0.57,0.564,0.349,0.093,20.0,82.5,51.3,59.1,9.9,3.3,19.0,100.0,100.7,94.8,,,14.0,19.0,0.8,2.0,5.0,1.0,2.0,3.0,1.0,5.0,11.0,16.0,7.0,3.0,1.0,6.0,5.0,32.0,14.0,1.0,1.0,0.667,0.5,17.8,39.3,28.6,41.6,10.1,4.2,44.4,34.0,127.0,102.0,DEN,102,1,0,240.0,240.0,40.0,84.0,0.476,6.0,24.0,0.25,10.0,14.0,0.714,7.0,32.0,39.0,24.0,11.0,2.0,20.0,17.0,96.0,,0.532,0.512,0.286,0.167,17.5,80.0,48.8,60.0,10.9,3.6,18.2,100.0,94.8,100.7,,,12.0,18.0,1.0,2.0,7.0,0.5,4.0,4.0,1.0,4.0,8.0,9.0,8.0,3.0,2.0,4.0,4.0,27.0,15.0,1.0,1.0,1.0,0.333,18.3,28.3,18.9,31.2,4.7,4.7,100.0,35.8,129.0,109.0,SAS,96,0,2022,2021-10-22,True
64,290.0,290.0,48.0,117.0,0.41,21.0,57.0,0.368,17.0,23.0,0.739,15.0,41.0,56.0,34.0,13.0,9.0,18.0,24.0,134.0,,0.527,0.5,0.487,0.197,23.8,85.4,50.5,70.8,10.4,15.0,12.4,100.0,106.8,110.0,,,16.0,30.0,1.0,8.0,15.0,0.667,6.0,8.0,0.8,4.0,9.0,11.0,8.0,3.0,5.0,4.0,5.0,46.0,16.0,0.939,1.0,0.786,1.6,24.5,23.7,23.2,37.2,3.1,10.8,33.3,32.6,203.0,118.0,BOS,134,0,1,290.0,290.0,51.0,105.0,0.486,17.0,45.0,0.378,19.0,27.0,0.704,7.0,48.0,55.0,27.0,9.0,10.0,17.0,22.0,138.0,,0.59,0.567,0.429,0.257,14.6,76.2,49.5,52.9,7.2,16.7,12.7,100.0,110.0,106.8,,,13.0,27.0,1.0,6.0,13.0,0.75,8.0,8.0,1.0,5.0,12.0,17.0,9.0,4.0,3.0,7.0,5.0,35.0,11.0,0.814,1.0,0.8,0.8,17.5,32.1,25.8,31.6,5.5,6.3,31.1,35.3,161.0,113.0,NYK,138,1,2022,2021-10-20,False
